epoch, iteration, loss, time, lr 
2, 30, 2.28431954384, 24.9643681049, 0.0009998
2, 40, 2.28324193954, 24.9617528915, 0.0009998
2, 50, 2.27969851494, 24.8987221718, 0.0009998
2, 60, 2.27699494362, 24.9418730736, 0.0009998
2, 70, 2.28099045753, 25.0449569225, 0.0009998
2, 80, 2.28247768879, 25.0119810104, 0.0009998
2, 90, 2.27985174656, 24.9953169823, 0.0009998
2, 100, 2.27910847664, 25.0061790943, 0.0009998
2, 110, 2.28698740005, 25.0499870777, 0.0009998
2, 120, 2.2720467329, 24.9884970188, 0.0009998
2, 130, 2.27714743614, 25.0047059059, 0.0009998
2, 140, 2.27049732208, 25.0316298008, 0.0009998
2, 150, 2.28254532814, 25.0192761421, 0.0009998
2, 160, 2.27903048992, 24.9955239296, 0.0009998
2, 170, 2.28280827999, 24.9949140549, 0.0009998
2, 180, 2.28315865993, 25.0556790829, 0.0009998
2, 190, 2.27411913872, 25.0006868839, 0.0009998
2, 200, 2.27832667828, 24.9956729412, 0.0009998
2, 210, 2.27292609215, 25.0024678707, 0.0009998
2, 220, 2.27241463661, 25.0365049839, 0.0009998
2, 230, 2.27595870495, 24.9713759422, 0.0009998
2, 240, 2.28453118801, 24.9952142239, 0.0009998
2, 250, 2.27315039635, 24.9136750698, 0.0009998
2, 260, 2.27690217495, 24.9087810516, 0.0009998
2, 270, 2.27991812229, 24.9838089943, 0.0009998
2, 280, 2.27547950745, 25.0280649662, 0.0009998
2, 290, 2.26638932228, 25.042039156, 0.0009998
2, 300, 2.26912941933, 24.9857618809, 0.0009998
2, 310, 2.27097332478, 24.9894058704, 0.0009998
2, 320, 2.26851329803, 24.9300541878, 0.0009998
2, 330, 2.27466001511, 24.939095974, 0.0009998
2, 340, 2.27030928135, 24.9658470154, 0.0009998
2, 350, 2.26512553692, 25.0049920082, 0.0009998
2, 360, 2.27114384174, 24.9863131046, 0.0009998
2, 370, 2.2728358984, 24.93836689, 0.0009998
2, 380, 2.27140059471, 24.9279489517, 0.0009998
2, 390, 2.27645645142, 24.9641768932, 0.0009998
3, 10, 2.27147862911, 25.5500860214, 0.0009997
3, 20, 2.26864147186, 24.9674789906, 0.0009997
3, 30, 2.26524927616, 25.051279068, 0.0009997
3, 40, 2.27280058861, 24.972525835, 0.0009997
3, 50, 2.26322834492, 24.9326069355, 0.0009997
3, 60, 2.25919663906, 24.8861539364, 0.0009997
3, 70, 2.26916158199, 24.9879209995, 0.0009997
3, 80, 2.26710100174, 24.9949479103, 0.0009997
3, 90, 2.26529796124, 25.0501689911, 0.0009997
3, 100, 2.26727924347, 24.972869873, 0.0009997
3, 110, 2.26928417683, 24.9979097843, 0.0009997
3, 120, 2.26616425514, 24.9133419991, 0.0009997
3, 130, 2.26755776405, 24.922825098, 0.0009997
3, 140, 2.26600558758, 25.0334928036, 0.0009997
3, 150, 2.25974724293, 24.9833731651, 0.0009997
3, 160, 2.2549585104, 24.9938969612, 0.0009997
3, 170, 2.26502306461, 25.0075900555, 0.0009997
3, 180, 2.26970601082, 25.0525159836, 0.0009997
3, 190, 2.26123447418, 24.9902307987, 0.0009997
3, 200, 2.27131905556, 24.9922270775, 0.0009997
3, 210, 2.26582329273, 25.0476648808, 0.0009997
3, 220, 2.26352164745, 25.0150380135, 0.0009997
3, 230, 2.2518068552, 24.9922180176, 0.0009997
3, 240, 2.26577174664, 24.9957749844, 0.0009997
3, 250, 2.26264750957, 25.0387489796, 0.0009997
3, 260, 2.26059224606, 25.0008640289, 0.0009997
3, 270, 2.25912435055, 25.014136076, 0.0009997
3, 280, 2.25725660324, 25.0122010708, 0.0009997
3, 290, 2.26396644115, 25.0138571262, 0.0009997
3, 300, 2.26191661358, 25.0319139957, 0.0009997
3, 310, 2.25927107334, 25.0104777813, 0.0009997
3, 320, 2.26268870831, 25.0552120209, 0.0009997
3, 330, 2.26272346973, 24.9892258644, 0.0009997
3, 340, 2.26090848446, 25.0020420551, 0.0009997
3, 350, 2.2620112896, 25.0071909428, 0.0009997
3, 360, 2.2607475996, 25.0498678684, 0.0009997
3, 370, 2.26686599255, 24.9951481819, 0.0009997
3, 380, 2.25339486599, 25.0005960464, 0.0009997
3, 390, 2.25217885971, 24.9819879532, 0.0009997
4, 10, 2.26293497086, 25.6405661106, 0.0009996
4, 20, 2.25449950695, 24.9276239872, 0.0009996
4, 30, 2.25462839603, 25.0042319298, 0.0009996
4, 40, 2.26611385345, 25.0549020767, 0.0009996
4, 50, 2.26618123055, 24.9953410625, 0.0009996
4, 60, 2.25052380562, 24.9955189228, 0.0009996
4, 70, 2.26704425812, 25.0183811188, 0.0009996
4, 80, 2.25906374454, 25.0388579369, 0.0009996
4, 90, 2.26114366055, 24.9922151566, 0.0009996
4, 100, 2.26364178658, 25.0027420521, 0.0009996
4, 110, 2.26059727669, 25.0254180431, 0.0009996
4, 120, 2.26587707996, 25.0267438889, 0.0009996
4, 130, 2.25071856976, 24.9980959892, 0.0009996
4, 140, 2.25369000435, 25.0136888027, 0.0009996
4, 150, 2.26105058193, 25.0507929325, 0.0009996
4, 160, 2.25254693031, 24.9914410114, 0.0009996
4, 170, 2.26638374329, 25.0001511574, 0.0009996
4, 180, 2.25830256939, 25.0215470791, 0.0009996
4, 190, 2.2515765667, 25.0289649963, 0.0009996
4, 200, 2.24854745865, 25.0041909218, 0.0009996
4, 210, 2.24215185642, 24.9896469116, 0.0009996
4, 220, 2.25091249943, 25.0564789772, 0.0009996
4, 230, 2.25137047768, 24.9991359711, 0.0009996
4, 240, 2.25412819386, 24.999557972, 0.0009996
4, 250, 2.23805930614, 24.9999949932, 0.0009996
4, 260, 2.25741167068, 25.0731790066, 0.0009996
4, 270, 2.25485060215, 24.9779810905, 0.0009996
4, 280, 2.25276918411, 25.0026979446, 0.0009996
4, 290, 2.24277968407, 24.9802880287, 0.0009996
4, 300, 2.25576424599, 25.008934021, 0.0009996
4, 310, 2.25396409035, 25.0596439838, 0.0009996
4, 320, 2.25042059422, 24.9905569553, 0.0009996
4, 330, 2.25393748283, 25.0626730919, 0.0009996
4, 340, 2.25039446354, 25.0072770119, 0.0009996
4, 350, 2.25928199291, 24.9992058277, 0.0009996
4, 360, 2.24587922096, 25.0015630722, 0.0009996
4, 370, 2.24792723656, 25.0447361469, 0.0009996
4, 380, 2.25812897682, 24.9956018925, 0.0009996
4, 390, 2.24843244553, 25.0023601055, 0.0009996
5, 10, 2.24871265888, 25.7710719109, 0.0009995
5, 20, 2.25041873455, 25.0017058849, 0.0009995
5, 30, 2.25699770451, 25.0274338722, 0.0009995
5, 40, 2.24446325302, 25.0315759182, 0.0009995
5, 50, 2.23672800064, 24.9930369854, 0.0009995
5, 60, 2.25702152252, 25.0078248978, 0.0009995
5, 70, 2.24470136166, 25.0589499474, 0.0009995
5, 80, 2.24855909348, 24.9792521, 0.0009995
5, 90, 2.25505607128, 25.0071699619, 0.0009995
5, 100, 2.24341053963, 25.002466917, 0.0009995
5, 110, 2.24632499218, 25.0550820827, 0.0009995
5, 120, 2.25190563202, 24.9932868481, 0.0009995
5, 130, 2.25793271065, 24.9956169128, 0.0009995
5, 140, 2.25455479622, 25.0550599098, 0.0009995
5, 150, 2.26386628151, 25.0048918724, 0.0009995
5, 160, 2.25681738853, 24.9978070259, 0.0009995
5, 170, 2.24788241386, 25.003139019, 0.0009995
5, 180, 2.25332467556, 25.0509910583, 0.0009995
5, 190, 2.24452147484, 24.98929286, 0.0009995
5, 200, 2.24468581676, 25.0058338642, 0.0009995
5, 210, 2.2521961689, 25.0104289055, 0.0009995
5, 220, 2.24479501247, 25.0147349834, 0.0009995
5, 230, 2.25171122551, 25.0088047981, 0.0009995
5, 240, 2.24603662491, 24.9946880341, 0.0009995
5, 250, 2.24858095646, 24.9250509739, 0.0009995
5, 260, 2.24398338795, 24.9172348976, 0.0009995
5, 270, 2.24780812263, 25.0216550827, 0.0009995
5, 280, 2.24617848396, 24.9943721294, 0.0009995
5, 290, 2.25727686882, 24.9974400997, 0.0009995
5, 300, 2.2484786272, 25.0098199844, 0.0009995
5, 310, 2.23989624977, 25.0531108379, 0.0009995
5, 320, 2.24412176609, 24.9879970551, 0.0009995
5, 330, 2.24518799782, 25.0065660477, 0.0009995
5, 340, 2.25737309456, 25.0459320545, 0.0009995
5, 350, 2.23781921864, 25.0063438416, 0.0009995
5, 360, 2.24267292023, 24.9886498451, 0.0009995
5, 370, 2.23737354279, 25.0147519112, 0.0009995
5, 380, 2.25293335915, 25.0436339378, 0.0009995
5, 390, 2.23734462261, 25.0051939487, 0.0009995
6, 10, 2.24774291515, 25.5025918484, 0.0009994
6, 20, 2.24163863659, 25.005877018, 0.0009994
6, 30, 2.2412529707, 25.0511488914, 0.0009994
6, 40, 2.25775537491, 24.9871640205, 0.0009994
6, 50, 2.24771306515, 24.9925711155, 0.0009994
6, 60, 2.24197695255, 25.0081090927, 0.0009994
6, 70, 2.25088469982, 25.0289738178, 0.0009994
6, 80, 2.24368822575, 25.0116090775, 0.0009994
6, 90, 2.24956495762, 25.0059919357, 0.0009994
6, 100, 2.244952178, 25.060573101, 0.0009994
6, 110, 2.24071924686, 24.9954409599, 0.0009994
6, 120, 2.2484110117, 24.9935760498, 0.0009994
6, 130, 2.25462667942, 25.0298011303, 0.0009994
6, 140, 2.25357451439, 25.0333731174, 0.0009994
6, 150, 2.2497759819, 24.9986541271, 0.0009994
6, 160, 2.2496714592, 24.999019146, 0.0009994
6, 170, 2.24459531307, 25.0439429283, 0.0009994
6, 180, 2.23923163414, 25.0041840076, 0.0009994
6, 190, 2.22952291965, 24.9969339371, 0.0009994
6, 200, 2.24502494335, 25.0167269707, 0.0009994
6, 210, 2.24211130142, 25.0425429344, 0.0009994
6, 220, 2.24961235523, 24.9926249981, 0.0009994
6, 230, 2.24586896896, 24.9941709042, 0.0009994
6, 240, 2.23742215633, 25.0412089825, 0.0009994
6, 250, 2.24122343063, 25.0189349651, 0.0009994
6, 260, 2.24081258774, 24.9912581444, 0.0009994
6, 270, 2.23204007149, 24.9977920055, 0.0009994
6, 280, 2.24426152706, 25.0525269508, 0.0009994
6, 290, 2.24679679871, 24.9945449829, 0.0009994
6, 300, 2.23914630413, 24.992898941, 0.0009994
6, 310, 2.25213217735, 24.9872329235, 0.0009994
6, 320, 2.2357722044, 25.0935368538, 0.0009994
6, 330, 2.24475538731, 24.9848501682, 0.0009994
6, 340, 2.24534900188, 24.9937441349, 0.0009994
6, 350, 2.22943835258, 25.0548079014, 0.0009994
6, 360, 2.23926784992, 25.0114388466, 0.0009994
6, 370, 2.24504675865, 24.9861590862, 0.0009994
6, 380, 2.23843491077, 25.0188410282, 0.0009994
6, 390, 2.24808337688, 25.0405359268, 0.0009994
7, 10, 2.25330531597, 25.5086858273, 0.0009993
7, 20, 2.24894349575, 24.9862010479, 0.0009993
7, 30, 2.23604977131, 25.0037717819, 0.0009993
7, 40, 2.24692118168, 25.0019190311, 0.0009993
7, 50, 2.23342769146, 25.0437819958, 0.0009993
7, 60, 2.25253214836, 25.0009410381, 0.0009993
7, 70, 2.24424676895, 25.0500690937, 0.0009993
7, 80, 2.2431848526, 25.0042719841, 0.0009993
7, 90, 2.24014968872, 24.9959220886, 0.0009993
7, 100, 2.24066929817, 25.0050389767, 0.0009993
7, 110, 2.23679831028, 25.0553481579, 0.0009993
7, 120, 2.24183743, 24.9974088669, 0.0009993
7, 130, 2.24495916367, 25.0004520416, 0.0009993
7, 140, 2.24144654274, 25.0157079697, 0.0009993
7, 150, 2.23467309475, 25.0446338654, 0.0009993
7, 160, 2.24508035183, 24.9880869389, 0.0009993
7, 170, 2.24548647404, 24.9976539612, 0.0009993
7, 180, 2.2351855278, 25.0489079952, 0.0009993
7, 190, 2.2360067606, 25.0041091442, 0.0009993
7, 200, 2.24040629864, 24.9962508678, 0.0009993
7, 210, 2.24030153751, 25.0048549175, 0.0009993
7, 220, 2.24506366253, 25.0028839111, 0.0009993
7, 230, 2.24016416073, 25.0494420528, 0.0009993
7, 240, 2.23367946148, 24.9907050133, 0.0009993
7, 250, 2.23291158676, 25.0131790638, 0.0009993
7, 260, 2.23629345894, 25.0451920033, 0.0009993
7, 270, 2.23883793354, 24.9905641079, 0.0009993
7, 280, 2.24700424671, 24.988945961, 0.0009993
7, 290, 2.23784887791, 25.0135660172, 0.0009993
7, 300, 2.23978552818, 25.0518260002, 0.0009993
7, 310, 2.23022167683, 24.9992380142, 0.0009993
7, 320, 2.2462064743, 24.999245882, 0.0009993
7, 330, 2.24082355499, 25.0593340397, 0.0009993
7, 340, 2.23813154697, 24.9988849163, 0.0009993
7, 350, 2.23372237682, 24.9962170124, 0.0009993
7, 360, 2.24052894115, 25.0300629139, 0.0009993
7, 370, 2.23770833015, 25.0196380615, 0.0009993
7, 380, 2.23702421188, 24.9997050762, 0.0009993
7, 390, 2.24496045113, 24.9959797859, 0.0009993
8, 10, 2.23957984447, 25.5536279678, 0.0009992
8, 20, 2.2378234148, 24.9970598221, 0.0009992
8, 30, 2.23872566223, 24.9963288307, 0.0009992
8, 40, 2.24585182667, 25.0074119568, 0.0009992
8, 50, 2.23806989193, 25.0548791885, 0.0009992
8, 60, 2.23452856541, 24.9955251217, 0.0009992
8, 70, 2.23959224224, 24.9951729774, 0.0009992
8, 80, 2.24008471966, 25.0248179436, 0.0009992
8, 90, 2.23295710087, 25.0313570499, 0.0009992
8, 100, 2.23536338806, 24.9928090572, 0.0009992
8, 110, 2.23654048443, 25.016805172, 0.0009992
8, 120, 2.25275845528, 25.0334639549, 0.0009992
8, 130, 2.24915924072, 25.002425909, 0.0009992
8, 140, 2.25141661167, 24.9981651306, 0.0009992
8, 150, 2.24429974556, 25.0118310452, 0.0009992
8, 160, 2.24860575199, 25.0529417992, 0.0009992
8, 170, 2.22610075474, 24.9884121418, 0.0009992
8, 180, 2.22575142384, 24.9993598461, 0.0009992
8, 190, 2.23366370201, 25.0515429974, 0.0009992
8, 200, 2.23876283169, 25.0102369785, 0.0009992
8, 210, 2.23103370667, 24.9842760563, 0.0009992
8, 220, 2.23066370487, 25.0089569092, 0.0009992
8, 230, 2.23334612846, 25.0542938709, 0.0009992
8, 240, 2.24332034588, 24.9999091625, 0.0009992
8, 250, 2.22230501175, 24.9941768646, 0.0009992
8, 260, 2.23726437092, 25.0319230556, 0.0009992
8, 270, 2.23058707714, 25.0240340233, 0.0009992
8, 280, 2.2373105526, 24.9847390652, 0.0009992
8, 290, 2.23173804283, 25.0095198154, 0.0009992
8, 300, 2.23476526737, 25.0483858585, 0.0009992
8, 310, 2.23838875294, 25.0094618797, 0.0009992
8, 320, 2.24083514214, 24.9909379482, 0.0009992
8, 330, 2.23670651913, 25.0070469379, 0.0009992
8, 340, 2.23846037388, 25.0539259911, 0.0009992
8, 350, 2.23188612461, 24.9926409721, 0.0009992
8, 360, 2.22972302437, 25.0000119209, 0.0009992
8, 370, 2.23582217693, 25.0388970375, 0.0009992
8, 380, 2.22474582195, 25.0210819244, 0.0009992
8, 390, 2.24188213348, 24.9967479706, 0.0009992
9, 10, 2.23238179684, 25.5058197975, 0.0009991
9, 20, 2.23388955593, 25.0459530354, 0.0009991
9, 30, 2.23614783287, 24.998924017, 0.0009991
9, 40, 2.23627369404, 25.0026988983, 0.0009991
9, 50, 2.22835624218, 25.0027987957, 0.0009991
9, 60, 2.24356191158, 25.0581541061, 0.0009991
9, 70, 2.23427121639, 24.9976840019, 0.0009991
9, 80, 2.24236192703, 24.9896831512, 0.0009991
9, 90, 2.22125818729, 24.9839839935, 0.0009991
9, 100, 2.23310296535, 25.0418100357, 0.0009991
9, 110, 2.22821297646, 25.023193121, 0.0009991
9, 120, 2.23466966152, 24.9848220348, 0.0009991
9, 130, 2.25090544224, 25.0703220367, 0.0009991
9, 140, 2.22912180424, 24.997688055, 0.0009991
9, 150, 2.23726820946, 24.9958260059, 0.0009991
9, 160, 2.23391702175, 25.028083086, 0.0009991
9, 170, 2.23810300827, 25.0331099033, 0.0009991
9, 180, 2.23332550526, 24.9946718216, 0.0009991
9, 190, 2.22909021378, 25.0011539459, 0.0009991
9, 200, 2.23353121281, 25.0348100662, 0.0009991
9, 210, 2.24353003502, 25.0264930725, 0.0009991
9, 220, 2.24364826679, 24.9871370792, 0.0009991
9, 230, 2.23139507771, 25.0109210014, 0.0009991
9, 240, 2.23655269146, 25.0448930264, 0.0009991
9, 250, 2.22303385735, 25.0066308975, 0.0009991
9, 260, 2.22970073223, 24.9890649319, 0.0009991
9, 270, 2.22269897461, 25.0203099251, 0.0009991
9, 280, 2.23629438877, 25.0374639034, 0.0009991
9, 290, 2.23955922127, 24.9957499504, 0.0009991
9, 300, 2.22325460911, 24.9956789017, 0.0009991
9, 310, 2.23896164894, 25.0321838856, 0.0009991
9, 320, 2.23473911285, 25.0265579224, 0.0009991
9, 330, 2.22261939049, 24.9910039902, 0.0009991
9, 340, 2.23718087673, 24.9900221825, 0.0009991
9, 350, 2.23093328476, 25.0440819263, 0.0009991
9, 360, 2.21831357479, 25.0234618187, 0.0009991
9, 370, 2.24347541332, 24.9963059425, 0.0009991
9, 380, 2.22988989353, 25.0023238659, 0.0009991
9, 390, 2.2311902523, 25.0550608635, 0.0009991
10, 10, 2.24868803024, 25.4989528656, 0.000999
10, 20, 2.23263447285, 24.9902019501, 0.000999
10, 30, 2.22719180584, 25.0132169724, 0.000999
10, 40, 2.22924387455, 25.0449459553, 0.000999
10, 50, 2.23121700287, 24.9970459938, 0.000999
10, 60, 2.22933278084, 24.9833109379, 0.000999
10, 70, 2.23812353611, 25.0684018135, 0.000999
10, 80, 2.23195269108, 24.9949190617, 0.000999
10, 90, 2.23436694145, 24.9908220768, 0.000999
10, 100, 2.23483130932, 24.9986429214, 0.000999
10, 110, 2.23460905552, 25.0600790977, 0.000999
10, 120, 2.23140156269, 25.0019028187, 0.000999
10, 130, 2.2354013443, 24.9997918606, 0.000999
10, 140, 2.23043065071, 25.0168759823, 0.000999
10, 150, 2.22419135571, 25.0401771069, 0.000999
10, 160, 2.22955057621, 24.9916710854, 0.000999
10, 170, 2.22811634541, 24.9959058762, 0.000999
10, 180, 2.22846484184, 25.0211520195, 0.000999
10, 190, 2.22183611393, 25.0215351582, 0.000999
10, 200, 2.23225429058, 25.0016989708, 0.000999
10, 210, 2.22902972698, 25.0108809471, 0.000999
10, 220, 2.22811589241, 25.0546147823, 0.000999
10, 230, 2.21923108101, 24.9996218681, 0.000999
10, 240, 2.23142845631, 24.999350071, 0.000999
10, 250, 2.23119597435, 25.0444409847, 0.000999
10, 260, 2.22720797062, 25.0051159859, 0.000999
10, 270, 2.2303047657, 24.9981899261, 0.000999
10, 280, 2.21944978237, 24.9995410442, 0.000999
10, 290, 2.22289063931, 25.057723999, 0.000999
10, 300, 2.22428467274, 24.9884819984, 0.000999
10, 310, 2.22684562206, 25.0044810772, 0.000999
10, 320, 2.24254283905, 25.0453259945, 0.000999
10, 330, 2.21801958084, 25.0101950169, 0.000999
10, 340, 2.2266266346, 24.9917831421, 0.000999
10, 350, 2.24066913128, 24.9949359894, 0.000999
10, 360, 2.22892119884, 24.9852018356, 0.000999
10, 370, 2.22480633259, 24.9030308723, 0.000999
10, 380, 2.21593191624, 24.948127985, 0.000999
10, 390, 2.22398815155, 24.9979100227, 0.000999
11, 10, 2.21823084354, 25.507972002, 0.0009989
11, 20, 2.23373491764, 25.0024120808, 0.0009989
11, 30, 2.2270873785, 25.0473589897, 0.0009989
11, 40, 2.2226013422, 24.9907150269, 0.0009989
11, 50, 2.24515964985, 24.9986038208, 0.0009989
11, 60, 2.2259203434, 25.0344538689, 0.0009989
11, 70, 2.23960032463, 25.0241019726, 0.0009989
11, 80, 2.22661383152, 24.9912388325, 0.0009989
11, 90, 2.22696585655, 25.0025160313, 0.0009989
11, 100, 2.22640731335, 25.0640859604, 0.0009989
11, 110, 2.22557640076, 24.9835219383, 0.0009989
11, 120, 2.22085351944, 25.0053899288, 0.0009989
11, 130, 2.23559918404, 25.0111019611, 0.0009989
11, 140, 2.22803640366, 25.061743021, 0.0009989
11, 150, 2.22881677151, 24.9807779789, 0.0009989
11, 160, 2.23204603195, 25.0050320625, 0.0009989
11, 170, 2.21766152382, 25.0434541702, 0.0009989
11, 180, 2.22527391911, 25.0018069744, 0.0009989
11, 190, 2.22540562153, 24.9958860874, 0.0009989
11, 200, 2.23446474075, 25.0069758892, 0.0009989
11, 210, 2.21676590443, 25.0607230663, 0.0009989
11, 220, 2.22172157764, 24.9923920631, 0.0009989
11, 230, 2.23296911716, 24.9936971664, 0.0009989
11, 240, 2.22524268627, 25.0109820366, 0.0009989
11, 250, 2.21843705177, 25.0462341309, 0.0009989
11, 260, 2.22739858627, 24.9953179359, 0.0009989
11, 270, 2.21814675331, 25.0023639202, 0.0009989
11, 280, 2.22902047634, 25.0458660126, 0.0009989
11, 290, 2.22091674805, 25.0035231113, 0.0009989
11, 300, 2.22827515602, 24.9959712029, 0.0009989
11, 310, 2.23306853771, 25.0124220848, 0.0009989
11, 320, 2.22702777386, 25.045830965, 0.0009989
11, 330, 2.22474679947, 24.9900958538, 0.0009989
11, 340, 2.21719946861, 25.0003380775, 0.0009989
11, 350, 2.21400852203, 25.0314791203, 0.0009989
11, 360, 2.22413113117, 25.0338299274, 0.0009989
11, 370, 2.21986911297, 24.9835281372, 0.0009989
11, 380, 2.22518224716, 25.0048899651, 0.0009989
11, 390, 2.22663784027, 25.0574278831, 0.0009989
12, 10, 2.21424999237, 25.5096418858, 0.0009988
12, 20, 2.22895758152, 24.9844257832, 0.0009988
12, 30, 2.21742012501, 25.0083138943, 0.0009988
12, 40, 2.22357923985, 25.0600728989, 0.0009988
12, 50, 2.22598056793, 24.9895310402, 0.0009988
12, 60, 2.21983363628, 24.999576807, 0.0009988
12, 70, 2.23071768284, 24.9932451248, 0.0009988
12, 80, 2.21358401775, 25.0243430138, 0.0009988
12, 90, 2.21760802269, 25.0255959034, 0.0009988
12, 100, 2.22602350712, 24.9818170071, 0.0009988
12, 110, 2.22375142574, 24.9385821819, 0.0009988
12, 120, 2.22643182278, 24.8912339211, 0.0009988
12, 130, 2.2175508976, 25.0410029888, 0.0009988
12, 140, 2.23155939579, 24.9988379478, 0.0009988
12, 150, 2.21836512089, 24.9948949814, 0.0009988
12, 160, 2.22775700092, 25.0077052116, 0.0009988
12, 170, 2.22462670803, 25.0230970383, 0.0009988
12, 180, 2.22524802685, 25.0129101276, 0.0009988
12, 190, 2.22652075291, 24.9909050465, 0.0009988
12, 200, 2.20775687695, 24.9932739735, 0.0009988
12, 210, 2.20788366795, 25.0714170933, 0.0009988
12, 220, 2.22430884838, 24.9955699444, 0.0009988
12, 230, 2.22220470905, 24.9911930561, 0.0009988
12, 240, 2.21620643139, 25.0323460102, 0.0009988
12, 250, 2.21627421379, 25.0354030132, 0.0009988
12, 260, 2.21179459095, 24.9984769821, 0.0009988
12, 270, 2.21575884819, 24.9903872013, 0.0009988
12, 280, 2.21479468346, 25.0288310051, 0.0009988
12, 290, 2.21544485092, 25.0089449883, 0.0009988
12, 300, 2.22288737297, 24.9925339222, 0.0009988
12, 310, 2.22829215527, 24.9662759304, 0.0009988
12, 320, 2.22943086624, 24.8999888897, 0.0009988
12, 330, 2.21992688179, 24.9875090122, 0.0009988
12, 340, 2.21500673294, 25.0019900799, 0.0009988
12, 350, 2.22808101177, 24.9983260632, 0.0009988
12, 360, 2.22495121956, 25.0075180531, 0.0009988
12, 370, 2.22341380119, 25.0508401394, 0.0009988
12, 380, 2.20772998333, 24.9894788265, 0.0009988
12, 390, 2.2222689867, 24.9988920689, 0.0009988
13, 10, 2.21079082489, 25.535173893, 0.0009987
13, 20, 2.21845984459, 25.0203480721, 0.0009987
13, 30, 2.20810723305, 24.9872221947, 0.0009987
13, 40, 2.22169787884, 24.9922909737, 0.0009987
13, 50, 2.2164614439, 25.0208508968, 0.0009987
13, 60, 2.22640976906, 25.043503046, 0.0009987
13, 70, 2.22260673046, 24.9953069687, 0.0009987
13, 80, 2.21715373993, 25.0146141052, 0.0009987
13, 90, 2.22438099384, 25.0550220013, 0.0009987
13, 100, 2.22898893356, 24.9861929417, 0.0009987
13, 110, 2.21236748695, 25.00248909, 0.0009987
13, 120, 2.21451232433, 25.0293059349, 0.0009987
13, 130, 2.21506249905, 25.0267858505, 0.0009987
13, 140, 2.21412658691, 24.9906389713, 0.0009987
13, 150, 2.21461920738, 25.0048248768, 0.0009987
13, 160, 2.21422760487, 25.0240418911, 0.0009987
13, 170, 2.22577142715, 25.0176901817, 0.0009987
13, 180, 2.22054114342, 25.0034098625, 0.0009987
13, 190, 2.21563315392, 24.979060173, 0.0009987
13, 200, 2.22335760593, 25.0429902077, 0.0009987
13, 210, 2.22436232567, 25.0106489658, 0.0009987
13, 220, 2.21118247509, 24.9666571617, 0.0009987
13, 230, 2.20944037437, 24.9068849087, 0.0009987
13, 240, 2.23474264145, 24.92847085, 0.0009987
13, 250, 2.19868857861, 25.0464789867, 0.0009987
13, 260, 2.21990261078, 25.0010819435, 0.0009987
13, 270, 2.22194213867, 24.9913089275, 0.0009987
13, 280, 2.20328116417, 24.9893679619, 0.0009987
13, 290, 2.20924546719, 25.0609149933, 0.0009987
13, 300, 2.21262567043, 25.0048809052, 0.0009987
13, 310, 2.22192926407, 24.9924919605, 0.0009987
13, 320, 2.22766208649, 25.0172638893, 0.0009987
13, 330, 2.21013286114, 25.0351519585, 0.0009987
