epoch, iteration, loss, train-acc, lr, time 
2,90,2.184,26.797,0.0999999,6.61317515
2,100,2.196,25.469,0.0999999,6.62460995
2,110,2.185,26.172,0.0999999,6.62114096
2,120,2.18,27.109,0.0999999,6.61658812
2,130,2.169,27.5,0.0999999,6.62532902
2,140,2.17,27.656,0.0999999,6.61606097
2,150,2.167,28.203,0.0999999,6.6268909
2,160,2.17,28.047,0.0999999,6.62305593
2,170,2.185,26.406,0.0999999,6.61527109
2,180,2.19,26.641,0.0999999,6.62634897
2,190,2.196,24.844,0.0999999,6.61637306
2,200,2.172,27.734,0.0999999,6.62199903
2,210,2.165,28.672,0.0999999,6.62578583
2,220,2.162,29.688,0.0999999,6.61465096
2,230,2.174,27.656,0.0999999,6.61823702
2,240,2.155,29.688,0.0999999,6.62026
2,250,2.157,29.453,0.0999999,6.62230492
2,260,2.146,31.406,0.0999999,6.6285491
2,270,2.152,29.688,0.0999999,6.62517095
2,280,2.161,28.984,0.0999999,6.61985707
2,290,2.153,29.531,0.0999999,6.620713
2,300,2.162,29.453,0.0999999,6.60495496
2,310,2.139,30.781,0.0999999,6.61742282
2,320,2.149,30.469,0.0999999,6.61438298
2,330,2.153,29.531,0.0999999,6.61792088
2,340,2.143,30.938,0.0999999,6.61344409
2,350,2.153,30.156,0.0999999,6.61541891
2,360,2.148,30.078,0.0999999,6.62180901
2,370,2.164,28.438,0.0999999,6.61817002
2,380,2.168,28.125,0.0999999,6.61600995
2,390,2.153,29.453,0.0999999,6.63472605
3,10,2.135,31.797,0.0999998,7.65014911
3,20,2.159,28.203,0.0999998,6.63056803
3,30,2.16,28.359,0.0999998,6.61316991
3,40,2.116,34.375,0.0999998,6.62327981
3,50,2.126,32.969,0.0999998,6.62161279
3,60,2.155,29.688,0.0999998,6.61748981
3,70,2.124,33.203,0.0999998,6.63221502
3,80,2.168,28.672,0.0999998,6.62177205
3,90,2.134,32.344,0.0999998,6.61121893
3,100,2.136,30.547,0.0999998,6.61735606
3,110,2.134,31.719,0.0999998,6.60616016
3,120,2.139,31.406,0.0999998,6.62788391
3,130,2.13,32.578,0.0999998,6.63000989
3,140,2.146,30.156,0.0999998,6.62663293
3,150,2.13,33.203,0.0999998,6.63200092
3,160,2.13,32.5,0.0999998,6.62361693
3,170,2.149,29.922,0.0999998,6.62070513
3,180,2.117,33.125,0.0999998,6.63461709
3,190,2.121,33.672,0.0999998,6.6318109
3,200,2.124,32.812,0.0999998,6.62742615
3,210,2.13,33.203,0.0999998,6.62296605
3,220,2.122,33.047,0.0999998,6.62666702
3,230,2.121,32.734,0.0999998,6.63232684
3,240,2.142,30.781,0.0999998,6.63171482
3,250,2.131,32.344,0.0999998,6.63729
3,260,2.12,33.359,0.0999998,6.63055515
3,270,2.102,35.312,0.0999998,6.63239002
3,280,2.097,35.938,0.0999998,6.64449
3,290,2.13,32.266,0.0999998,6.63188195
3,300,2.141,31.172,0.0999998,6.62945199
3,310,2.145,30.547,0.0999998,6.65638995
3,320,2.141,31.484,0.0999998,6.64249706
3,330,2.118,33.516,0.0999998,6.64718795
3,340,2.134,31.797,0.0999998,6.6416409
3,350,2.114,34.375,0.0999998,6.65130091
3,360,2.121,33.828,0.0999998,6.65800881
3,370,2.097,35.859,0.0999998,6.64889383
3,380,2.102,36.016,0.0999998,6.64949799
3,390,2.095,35.938,0.0999998,6.64925289
4,10,2.073,39.062,0.0999997,7.68171787
4,20,2.112,34.141,0.0999997,6.67574
4,30,2.089,36.719,0.0999997,6.64258218
4,40,2.111,34.062,0.0999997,6.65493512
4,50,2.096,36.016,0.0999997,6.65379
4,60,2.116,34.375,0.0999997,6.64691091
4,70,2.099,35.547,0.0999997,6.65567517
4,80,2.094,35.859,0.0999997,6.64482093
4,90,2.111,33.984,0.0999997,6.67312598
4,100,2.072,38.984,0.0999997,6.65870905
4,110,2.102,35.078,0.0999997,6.65354109
4,120,2.115,33.438,0.0999997,6.668823
4,130,2.11,34.297,0.0999997,6.66381812
4,140,2.086,36.797,0.0999997,6.659729
4,150,2.085,36.797,0.0999997,6.65816903
4,160,2.091,36.094,0.0999997,6.6596899
4,170,2.083,36.719,0.0999997,6.67692113
4,180,2.091,36.719,0.0999997,6.64664197
4,190,2.107,35.156,0.0999997,6.65017295
4,200,2.08,38.125,0.0999997,6.66286898
4,210,2.102,35.781,0.0999997,6.65999007
4,220,2.081,37.812,0.0999997,6.65942979
4,230,2.082,36.719,0.0999997,6.65738797
4,240,2.063,39.375,0.0999997,6.66143703
4,250,2.092,35.703,0.0999997,6.66678095
4,260,2.091,35.781,0.0999997,6.65027809
4,270,2.07,38.516,0.0999997,6.654073
4,280,2.086,37.344,0.0999997,6.66865778
4,290,2.077,37.812,0.0999997,6.65844989
4,300,2.096,36.406,0.0999997,6.66609788
4,310,2.08,37.188,0.0999997,6.66149807
4,320,2.091,36.094,0.0999997,6.64481688
4,330,2.101,36.094,0.0999997,6.66140294
4,340,2.064,39.062,0.0999997,6.64861989
4,350,2.095,36.719,0.0999997,6.65301013
4,360,2.078,37.188,0.0999997,6.6405549
4,370,2.066,39.297,0.0999997,6.65606093
4,380,2.066,38.984,0.0999997,6.66548085
4,390,2.072,37.578,0.0999997,6.65047717
5,10,2.074,37.891,0.0999996,7.66062498
5,20,2.06,39.531,0.0999996,6.66046715
5,30,2.065,39.219,0.0999996,6.66674995
5,40,2.083,37.5,0.0999996,6.66829991
5,50,2.087,36.562,0.0999996,6.6515069
5,60,2.086,37.344,0.0999996,6.66872501
5,70,2.081,37.734,0.0999996,6.65848708
5,80,2.068,38.359,0.0999996,6.66725087
5,90,2.069,38.359,0.0999996,6.66353011
5,100,2.083,37.422,0.0999996,6.64816713
5,110,2.068,37.812,0.0999996,6.66025782
5,120,2.065,39.219,0.0999996,6.65974092
5,130,2.062,39.219,0.0999996,6.644521
5,140,2.051,40.156,0.0999996,6.66340017
5,150,2.044,41.562,0.0999996,6.6438539
5,160,2.062,39.766,0.0999996,6.64204192
5,170,2.045,40.625,0.0999996,6.64255905
5,180,2.029,43.359,0.0999996,6.64232302
5,190,2.061,39.766,0.0999996,6.63313198
5,200,2.058,40.078,0.0999996,6.63682699
5,210,2.055,40.156,0.0999996,6.64375591
5,220,2.034,41.797,0.0999996,6.6494422
5,230,2.035,42.031,0.0999996,6.6375401
5,240,2.074,38.125,0.0999996,6.64924812
5,250,2.056,39.922,0.0999996,6.63919401
5,260,2.029,43.125,0.0999996,6.63944006
5,270,2.066,39.062,0.0999996,6.62998819
5,280,2.056,40.312,0.0999996,6.63567519
5,290,2.044,40.547,0.0999996,6.63869214
5,300,2.035,43.047,0.0999996,6.63895702
5,310,2.046,40.625,0.0999996,6.63950086
5,320,2.045,41.484,0.0999996,6.6210351
5,330,2.059,39.453,0.0999996,6.63512397
5,340,2.048,40.469,0.0999996,6.63961911
5,350,2.047,41.172,0.0999996,6.64685488
5,360,2.076,37.188,0.0999996,6.62597013
5,370,2.047,40.781,0.0999996,6.62896109
5,380,2.073,37.969,0.0999996,6.64356494
5,390,2.081,37.188,0.0999996,6.63912988
6,10,2.038,41.797,0.0999995,7.65578914
6,20,2.044,41.172,0.0999995,6.64836311
6,30,2.026,42.891,0.0999995,6.64752889
6,40,2.048,42.109,0.0999995,6.63375616
6,50,2.051,40.156,0.0999995,6.64728498
6,60,2.036,42.734,0.0999995,6.63552499
6,70,2.061,39.531,0.0999995,6.623106
6,80,2.022,44.062,0.0999995,6.64760399
6,90,2.049,40.469,0.0999995,6.6365521
6,100,2.054,40.078,0.0999995,6.63132405
6,110,2.049,39.844,0.0999995,6.62482786
6,120,2.048,40.859,0.0999995,6.63285899
6,130,2.035,41.562,0.0999995,6.62716913
6,140,2.029,42.734,0.0999995,6.64180613
6,150,2.049,41.562,0.0999995,6.6376338
6,160,2.034,42.812,0.0999995,6.63410711
6,170,2.041,41.719,0.0999995,6.64905119
6,180,2.022,44.141,0.0999995,6.61933208
6,190,2.034,42.734,0.0999995,6.65642095
6,200,2.04,41.953,0.0999995,6.62804914
6,210,2.026,43.359,0.0999995,6.626436
6,220,2.033,42.422,0.0999995,6.65287018
6,230,2.048,40.938,0.0999995,6.64351201
6,240,2.031,42.891,0.0999995,6.64878201
6,250,2.054,40,0.0999995,6.65119815
6,260,2.045,41.094,0.0999995,6.6500349
6,270,2.049,40.547,0.0999995,6.65024686
6,280,2.032,42.656,0.0999995,6.65067482
6,290,2.038,42.109,0.0999995,6.66025496
6,300,2.034,42.266,0.0999995,6.66721487
6,310,2.036,42.656,0.0999995,6.65507698
6,320,2.022,43.125,0.0999995,6.67437196
6,330,2.046,41.641,0.0999995,6.65492582
6,340,2.034,42.109,0.0999995,6.65534806
6,350,2.043,41.094,0.0999995,6.65362096
6,360,2.059,39.219,0.0999995,6.67340112
6,370,2.032,42.344,0.0999995,6.66304493
6,380,2.041,41.953,0.0999995,6.6586411
6,390,2.025,43.75,0.0999995,6.65983391
7,10,2.019,43.828,0.0999994,7.69575381
7,20,2.02,44.219,0.0999994,6.66997695
7,30,2.011,44.297,0.0999994,6.6678009
7,40,2.028,43.281,0.0999994,6.65690804
7,50,2.033,42.344,0.0999994,6.68396306
7,60,2.011,45,0.0999994,6.66900015
7,70,2.008,45,0.0999994,6.662256
7,80,2.015,44.375,0.0999994,6.66846895
7,90,1.995,46.797,0.0999994,6.66159487
7,100,2,46.875,0.0999994,6.6549232
7,110,2.013,44.609,0.0999994,6.68661714
7,120,1.999,46.953,0.0999994,6.6683991
7,130,2,46.953,0.0999994,6.68503785
7,140,2.009,44.766,0.0999994,6.66180801
7,150,2.029,42.969,0.0999994,6.67210007
7,160,2.028,42.578,0.0999994,6.67003584
7,170,1.999,46.328,0.0999994,6.68225479
7,180,2.013,44.922,0.0999994,6.69136906
7,190,2.024,43.359,0.0999994,6.67400789
7,200,2.02,43.984,0.0999994,6.68062901
7,210,2.01,44.453,0.0999994,6.65776801
7,220,2.012,45.234,0.0999994,6.6678381
7,230,2.022,43.359,0.0999994,6.66358304
7,240,2.033,42.5,0.0999994,6.67480707
7,250,2.034,41.953,0.0999994,6.66247177
7,260,1.993,46.562,0.0999994,6.67255306
7,270,2.025,42.812,0.0999994,6.66666794
7,280,2.021,44.219,0.0999994,6.68379498
7,290,2.018,43.672,0.0999994,6.67002106
7,300,2.003,45.781,0.0999994,6.67691803
7,310,1.994,46.953,0.0999994,6.66055489
7,320,1.971,49.141,0.0999994,6.67517591
7,330,2.006,45.781,0.0999994,6.66759896
7,340,2.03,42.578,0.0999994,6.65971804
7,350,2.02,43.75,0.0999994,6.65878987
7,360,2.026,42.656,0.0999994,6.67362905
7,370,2.007,45.469,0.0999994,6.67167807
7,380,1.995,46.562,0.0999994,6.66360593
7,390,2.025,43.672,0.0999994,6.67654395
8,10,1.983,47.891,0.0999993,7.6857419
8,20,1.989,47.266,0.0999993,6.67180896
8,30,2.003,44.453,0.0999993,6.68301201
8,40,1.982,47.656,0.0999993,6.66721511
8,50,1.998,46.328,0.0999993,6.65617704
8,60,1.996,46.094,0.0999993,6.66585398
8,70,2,44.766,0.0999993,6.67148018
8,80,1.99,47.422,0.0999993,6.66978312
8,90,2.006,45.234,0.0999993,6.67772603
8,100,1.989,47.656,0.0999993,6.67238903
8,110,1.993,46.094,0.0999993,6.64983892
8,120,2.001,45.703,0.0999993,6.66652298
8,130,2,46.016,0.0999993,6.67076778
8,140,1.999,46.328,0.0999993,6.65975785
8,150,1.976,48.75,0.0999993,6.65905094
8,160,1.992,47.578,0.0999993,6.66108108
8,170,2.001,46.172,0.0999993,6.658571
8,180,2.008,45.469,0.0999993,6.66416597
8,190,2.004,45.078,0.0999993,6.64890409
8,200,1.981,47.5,0.0999993,6.6561079
8,210,1.988,47.266,0.0999993,6.66559696
8,220,1.988,47.5,0.0999993,6.64042401
8,230,1.975,48.828,0.0999993,6.64578915
8,240,1.991,46.641,0.0999993,6.6436379
8,250,1.99,47.578,0.0999993,6.64277601
8,260,1.989,47.344,0.0999993,6.656106
8,270,1.992,46.875,0.0999993,6.64672804
8,280,1.973,48.75,0.0999993,6.6483891
8,290,1.976,48.359,0.0999993,6.65699196
8,300,1.982,47.5,0.0999993,6.64633703
8,310,1.992,46.797,0.0999993,6.6316731
8,320,1.988,47.344,0.0999993,6.64198804
8,330,2,45.234,0.0999993,6.63806891
8,340,1.976,48.75,0.0999993,6.64738107
8,350,1.966,49.766,0.0999993,6.63330793
8,360,1.966,49.766,0.0999993,6.6415751
8,370,1.976,49.375,0.0999993,6.63768697
8,380,1.977,48.438,0.0999993,6.63705587
8,390,1.952,51.719,0.0999993,6.64855003
9,10,1.96,50.625,0.0999992,7.64604306
9,20,1.951,51.484,0.0999992,6.64701605
9,30,1.958,50.625,0.0999992,6.63567686
9,40,1.982,47.734,0.0999992,6.64464307
9,50,1.974,48.594,0.0999992,6.63962293
9,60,1.981,47.891,0.0999992,6.62978697
9,70,1.978,48.281,0.0999992,6.63721395
9,80,1.973,48.516,0.0999992,6.64497304
9,90,1.959,50,0.0999992,6.63646293
9,100,1.969,48.828,0.0999992,6.64882398
9,110,1.933,53.359,0.0999992,6.62192106
9,120,1.955,50.938,0.0999992,6.644526
9,130,1.942,52.188,0.0999992,6.66336799
9,140,1.962,50.312,0.0999992,6.64544487
9,150,1.959,49.844,0.0999992,6.64476323
9,160,1.965,49.766,0.0999992,6.63702416
9,170,1.969,49.375,0.0999992,6.64732409
9,180,1.954,50.391,0.0999992,6.64426899
9,190,1.935,52.656,0.0999992,6.64077187
9,200,1.976,47.969,0.0999992,6.64029098
9,210,1.944,52.031,0.0999992,6.64724898
9,220,1.976,48.047,0.0999992,6.67479587
9,230,1.978,47.5,0.0999992,6.65028882
9,240,1.964,48.984,0.0999992,6.65219998
9,250,1.946,51.641,0.0999992,6.65833879
9,260,1.938,52.422,0.0999992,6.65995502
9,270,1.943,52.266,0.0999992,6.64866495
9,280,1.956,50.234,0.0999992,6.65637302
9,290,1.944,52.109,0.0999992,6.65432906
9,300,1.96,49.531,0.0999992,6.65443301
9,310,1.951,51.641,0.0999992,6.66394401
9,320,1.96,49.531,0.0999992,6.67783403
9,330,1.937,52.812,0.0999992,6.66876698
9,340,1.98,47.812,0.0999992,6.6555059
9,350,1.925,53.75,0.0999992,6.65468597
9,360,1.931,52.812,0.0999992,6.68859911
9,370,1.932,53.125,0.0999992,6.67646694
9,380,1.945,51.719,0.0999992,6.66663814
9,390,1.974,48.438,0.0999992,6.6716311
10,10,1.916,54.375,0.0999991,7.68369603
10,20,1.943,52.031,0.0999991,6.6858561
10,30,1.914,54.219,0.0999991,6.6594069
10,40,1.909,55.312,0.0999991,6.66653991
10,50,1.936,52.734,0.0999991,6.66722107
10,60,1.905,55.625,0.0999991,6.67456007
10,70,1.931,53.438,0.0999991,6.69139099
10,80,1.915,54.297,0.0999991,6.67770886
10,90,1.943,51.562,0.0999991,6.67234302
10,100,1.943,52.344,0.0999991,6.6753099
10,110,1.966,49.375,0.0999991,6.66295004
10,120,1.917,53.516,0.0999991,6.66547203
10,130,1.94,51.562,0.0999991,6.67656994
10,140,1.929,52.734,0.0999991,6.67267394
10,150,1.947,51.094,0.0999991,6.67545104
10,160,1.956,50.234,0.0999991,6.66622114
10,170,1.926,53.75,0.0999991,6.68649101
10,180,1.902,56.016,0.0999991,6.67733002
10,190,1.927,53.984,0.0999991,6.65806198
10,200,1.92,54.453,0.0999991,6.66906905
10,210,1.921,54.062,0.0999991,6.65787292
10,220,1.92,53.359,0.0999991,6.68246102
10,230,1.915,55,0.0999991,6.66351914
10,240,1.922,53.984,0.0999991,6.659863
10,250,1.923,54.141,0.0999991,6.68837595
10,260,1.928,52.734,0.0999991,6.67703199
10,270,1.919,53.984,0.0999991,6.67137003
10,280,1.909,55.234,0.0999991,6.67711401
10,290,1.916,54.766,0.0999991,6.67119002
10,300,1.918,54.766,0.0999991,6.69306397
10,310,1.918,54.062,0.0999991,6.67196298
10,320,1.908,55.469,0.0999991,6.66613102
10,330,1.897,56.016,0.0999991,6.66790104
10,340,1.919,54.062,0.0999991,6.67979407
10,350,1.91,54.688,0.0999991,6.68845105
10,360,1.912,54.453,0.0999991,6.67319012
10,370,1.9,56.094,0.0999991,6.67257595
10,380,1.901,56.406,0.0999991,6.66231608
10,390,1.923,53.828,0.0999991,6.65705109
11,10,1.906,55.234,0.099999,7.67632389
11,20,1.882,57.969,0.099999,6.66214108
11,30,1.914,55.078,0.099999,6.67332411
11,40,1.903,55,0.099999,6.66901898
11,50,1.914,55.859,0.099999,6.67219615
11,60,1.894,56.719,0.099999,6.68114305
11,70,1.902,56.016,0.099999,6.66627407
11,80,1.923,53.281,0.099999,6.67235398
11,90,1.913,55,0.099999,6.66834307
11,100,1.891,57.5,0.099999,6.66065884
11,110,1.905,55.469,0.099999,6.66168714
11,120,1.897,56.719,0.099999,6.67528319
11,130,1.914,54.922,0.099999,6.6492939
11,140,1.886,58.438,0.099999,6.65104699
11,150,1.862,60.859,0.099999,6.65947199
11,160,1.895,56.094,0.099999,6.65753007
11,170,1.901,56.172,0.099999,6.64959002
11,180,1.889,57.656,0.099999,6.64873314
11,190,1.874,58.906,0.099999,6.65654802
11,200,1.86,59.609,0.099999,6.65767884
11,210,1.854,61.406,0.099999,6.65485001
11,220,1.881,58.438,0.099999,6.66203523
11,230,1.858,60.625,0.099999,6.65371895
11,240,1.883,58.438,0.099999,6.65079904
11,250,1.89,57.266,0.099999,6.65279102
11,260,1.881,58.516,0.099999,6.63967705
11,270,1.868,58.906,0.099999,6.63317299
11,280,1.908,54.766,0.099999,6.64157701
11,290,1.866,60.078,0.099999,6.64582181
11,300,1.898,55.938,0.099999,6.63625908
11,310,1.895,56.172,0.099999,6.63134098
11,320,1.875,58.828,0.099999,6.64092302
11,330,1.898,56.094,0.099999,6.64469194
11,340,1.89,56.875,0.099999,6.64623618
11,350,1.883,57.5,0.099999,6.64021802
11,360,1.896,55.859,0.099999,6.64531589
11,370,1.855,60.938,0.099999,6.63627315
11,380,1.872,59.531,0.099999,6.6338892
11,390,1.856,60.859,0.099999,6.64099598
12,10,1.86,60.625,0.0999989,7.6786592
12,20,1.839,61.953,0.0999989,6.63541913
12,30,1.854,61.094,0.0999989,6.63839316
12,40,1.855,61.094,0.0999989,6.64433193
12,50,1.858,60.078,0.0999989,6.65350795
12,60,1.84,62.578,0.0999989,6.66287589
12,70,1.844,62.031,0.0999989,6.65840602
12,80,1.851,61.328,0.0999989,6.64653707
12,90,1.872,58.516,0.0999989,6.66230798
12,100,1.859,60.156,0.0999989,6.6478591
12,110,1.864,60.156,0.0999989,6.65983701
12,120,1.877,57.578,0.0999989,6.64815712
12,130,1.869,59.531,0.0999989,6.66133904
12,140,1.876,58.438,0.0999989,6.65977097
12,150,1.866,59.297,0.0999989,6.65089011
12,160,1.868,60,0.0999989,6.66260195
12,170,1.84,62.109,0.0999989,6.65967011
12,180,1.863,61.016,0.0999989,6.65853906
12,190,1.872,58.906,0.0999989,6.65573192
12,200,1.833,63.125,0.0999989,6.65033102
12,210,1.869,59.219,0.0999989,6.66896796
12,220,1.87,59.609,0.0999989,6.68131304
12,230,1.876,58.047,0.0999989,6.66178608
12,240,1.862,60.547,0.0999989,6.6622951
12,250,1.826,63.828,0.0999989,6.6802969
12,260,1.867,59.609,0.0999989,6.65402293
12,270,1.882,59.375,0.0999989,6.66544509
12,280,1.868,59.766,0.0999989,6.66709495
12,290,1.842,62.891,0.0999989,6.67745805
12,300,1.847,61.328,0.0999989,6.68029308
12,310,1.853,60.234,0.0999989,6.66526794
12,320,1.847,61.328,0.0999989,6.6658721
12,330,1.861,59.922,0.0999989,6.67689013
12,340,1.839,62.266,0.0999989,6.66101003
12,350,1.833,62.812,0.0999989,6.66776013
12,360,1.825,63.906,0.0999989,6.67742205
12,370,1.82,64.219,0.0999989,6.66494799
12,380,1.82,64.609,0.0999989,6.65388322
12,390,1.823,63.906,0.0999989,6.66922092
13,10,1.829,63.906,0.0999988,7.68704009
13,20,1.816,64.141,0.0999988,6.65664816
13,30,1.823,64.453,0.0999988,6.66472507
13,40,1.837,62.5,0.0999988,6.66357398
13,50,1.853,60.625,0.0999988,6.67124295
13,60,1.836,63.281,0.0999988,6.69040704
13,70,1.824,63.828,0.0999988,6.66181397
13,80,1.835,63.75,0.0999988,6.66045904
13,90,1.856,60.703,0.0999988,6.68063092
13,100,1.847,61.172,0.0999988,6.66381001
13,110,1.832,63.594,0.0999988,6.68186307
13,120,1.822,64.844,0.0999988,6.66496682
13,130,1.835,62.422,0.0999988,6.66700315
13,140,1.824,64.219,0.0999988,6.663625
13,150,1.829,63.906,0.0999988,6.67031503
13,160,1.822,65,0.0999988,6.6672349
13,170,1.831,64.297,0.0999988,6.65211391
13,180,1.842,62.656,0.0999988,6.67897701
13,190,1.858,60.078,0.0999988,6.66207886
13,200,1.839,62.422,0.0999988,6.66206503
13,210,1.846,61.172,0.0999988,6.6720221
13,220,1.853,61.172,0.0999988,6.66148281
13,230,1.848,61.719,0.0999988,6.65912199
13,240,1.827,63.906,0.0999988,6.68117905
13,250,1.861,59.922,0.0999988,6.65971398
13,260,1.842,61.797,0.0999988,6.67169189
13,270,1.822,63.984,0.0999988,6.65976596
13,280,1.818,64.531,0.0999988,6.66572094
13,290,1.848,61.25,0.0999988,6.684829
13,300,1.82,65,0.0999988,6.67868018
13,310,1.85,61.094,0.0999988,6.66340613
13,320,1.813,65,0.0999988,6.65551782
13,330,1.821,64.141,0.0999988,6.65898085
13,340,1.834,62.891,0.0999988,6.66104007
13,350,1.866,59.688,0.0999988,6.65242887
13,360,1.859,60,0.0999988,6.65348792
13,370,1.834,63.281,0.0999988,6.663486
13,380,1.845,62.344,0.0999988,6.65987706
13,390,1.824,64.766,0.0999988,6.65207696
14,10,1.807,66.172,0.0999987,7.68001986
14,20,1.803,65.234,0.0999987,6.64470696
14,30,1.833,62.578,0.0999987,6.6516211
14,40,1.845,62.109,0.0999987,6.64984918
14,50,1.82,64.297,0.0999987,6.65148401
14,60,1.819,64.922,0.0999987,6.64236689
14,70,1.787,68.125,0.0999987,6.63723993
14,80,1.832,62.578,0.0999987,6.65173292
14,90,1.815,64.766,0.0999987,6.64051914
14,100,1.802,66.328,0.0999987,6.64998889
14,110,1.816,65.156,0.0999987,6.64012885
14,120,1.799,66.719,0.0999987,6.64251709
14,130,1.83,63.906,0.0999987,6.64980316
14,140,1.825,64.141,0.0999987,6.634974
14,150,1.832,62.656,0.0999987,6.63610291
14,160,1.823,64.453,0.0999987,6.6405139
14,170,1.816,65.312,0.0999987,6.63288307
14,180,1.829,63.203,0.0999987,6.64523005
14,190,1.818,64.219,0.0999987,6.63927484
14,200,1.822,63.438,0.0999987,6.636971
14,210,1.809,65.391,0.0999987,6.642452
14,220,1.826,63.75,0.0999987,6.64056492
14,230,1.81,65.859,0.0999987,6.62588501
14,240,1.84,61.562,0.0999987,6.65060115
14,250,1.819,64.453,0.0999987,6.63194895
14,260,1.821,64.141,0.0999987,6.65173101
14,270,1.82,63.984,0.0999987,6.63307285
14,280,1.82,63.828,0.0999987,6.64344001
14,290,1.82,63.906,0.0999987,6.64045095
14,300,1.817,64.922,0.0999987,6.64655304
14,310,1.8,66.484,0.0999987,6.63758183
14,320,1.836,62.344,0.0999987,6.65701199
14,330,1.817,65.156,0.0999987,6.65291405
14,340,1.853,60.234,0.0999987,6.65522194
14,350,1.799,67.109,0.0999987,6.65388298
14,360,1.817,64.609,0.0999987,6.66088891
14,370,1.79,68.203,0.0999987,6.65333891
14,380,1.819,64.141,0.0999987,6.64912605
14,390,1.806,65.469,0.0999987,6.65804386
15,10,1.782,68.75,0.0999986,7.68997717
15,20,1.772,69.297,0.0999986,6.65800595
15,30,1.798,66.641,0.0999986,6.66299415
15,40,1.814,63.906,0.0999986,6.66868496
15,50,1.781,68.438,0.0999986,6.67832613
15,60,1.772,69.844,0.0999986,6.66866899
15,70,1.799,66.406,0.0999986,6.6791811
15,80,1.82,63.75,0.0999986,6.66261411
15,90,1.83,63.125,0.0999986,6.6777699
15,100,1.791,67.969,0.0999986,6.66255784
15,110,1.822,64.062,0.0999986,6.6536231
15,120,1.807,65.859,0.0999986,6.66451788
15,130,1.802,65.625,0.0999986,6.65408897
15,140,1.812,64.766,0.0999986,6.66074395
15,150,1.82,64.062,0.0999986,6.66577601
15,160,1.799,66.641,0.0999986,6.66189694
15,170,1.795,67.422,0.0999986,6.667665
15,180,1.801,66.172,0.0999986,6.68046689
15,190,1.812,65.312,0.0999986,6.65811896
15,200,1.802,65.703,0.0999986,6.66244483
15,210,1.802,66.562,0.0999986,6.66423297
15,220,1.792,66.797,0.0999986,6.66193295
15,230,1.823,63.828,0.0999986,6.6728301
15,240,1.794,67.5,0.0999986,6.6580081
15,250,1.808,65.625,0.0999986,6.65262604
15,260,1.792,67.578,0.0999986,6.65708017
15,270,1.81,65.234,0.0999986,6.66107512
15,280,1.792,67.188,0.0999986,6.66119909
15,290,1.802,66.406,0.0999986,6.65636683
15,300,1.774,69.219,0.0999986,6.68533707
15,310,1.796,66.875,0.0999986,6.666466
15,320,1.791,67.578,0.0999986,6.67529202
15,330,1.788,67.5,0.0999986,6.66564703
15,340,1.782,68.203,0.0999986,6.65759206
15,350,1.79,68.438,0.0999986,6.68181086
15,360,1.796,66.641,0.0999986,6.689152
15,370,1.816,64.141,0.0999986,6.65805507
15,380,1.816,64.219,0.0999986,6.66253901
15,390,1.803,66.562,0.0999986,6.65529299
16,10,1.805,66.016,0.0999985,7.68944716
16,20,1.791,66.562,0.0999985,6.66341305
16,30,1.781,68.828,0.0999985,6.66126704
16,40,1.78,68.203,0.0999985,6.68089986
