epoch, iteration, loss, train-acc, lr, time
34,60,1.67,79.531,0.049998,6.805197
34,70,1.674,79.062,0.049998,6.80204296
34,80,1.687,77.734,0.049998,6.79183698
34,90,1.681,78.672,0.049998,6.77751207
34,100,1.697,76.172,0.049998,6.80850101
34,110,1.676,78.828,0.049998,6.81124902
34,120,1.683,78.281,0.049998,6.78481984
34,130,1.674,78.75,0.049998,6.78563499
34,140,1.683,78.438,0.049998,6.79186606
34,150,1.665,80.391,0.049998,6.78568912
34,160,1.676,78.828,0.049998,6.77638102
34,170,1.666,79.531,0.049998,6.7709868
34,180,1.659,80.703,0.049998,6.79131293
34,190,1.673,78.75,0.049998,6.77256012
34,200,1.661,80.469,0.049998,6.78542089
34,210,1.658,81.172,0.049998,6.76799488
34,220,1.674,79.688,0.049998,6.79493785
34,230,1.682,78.438,0.049998,6.76126599
34,240,1.682,78.438,0.049998,6.7855792
34,250,1.679,78.438,0.049998,6.7783699
34,260,1.702,75.781,0.049998,6.76766396
34,270,1.69,77.422,0.049998,6.79908586
34,280,1.684,77.891,0.049998,6.78644204
34,290,1.675,78.984,0.049998,6.78591108
34,300,1.688,78.047,0.049998,6.80701399
34,310,1.689,77.891,0.049998,6.79630399
34,320,1.685,77.5,0.049998,6.79949689
34,330,1.669,79.375,0.049998,6.81470609
34,340,1.677,79.609,0.049998,6.83627796
34,350,1.672,79.297,0.049998,6.79979992
34,360,1.693,77.031,0.049998,6.79081202
34,370,1.709,75.781,0.049998,6.80177689
34,380,1.695,77.031,0.049998,6.78750396
34,390,1.699,76.484,0.049998,6.79039598
35,10,1.652,81.797,0.0499979,7.51108098
35,20,1.655,80.547,0.0499979,6.80823803
35,30,1.652,81.719,0.0499979,6.79443312
35,40,1.66,80.703,0.0499979,6.80293798
35,50,1.67,79.609,0.0499979,6.79018378
35,60,1.675,78.594,0.0499979,6.82930112
35,70,1.674,79.062,0.0499979,6.79900002
35,80,1.672,79.375,0.0499979,6.80574894
35,90,1.671,80,0.0499979,6.80157614
35,100,1.676,78.75,0.0499979,6.80645585
35,110,1.663,80.234,0.0499979,6.80571103
35,120,1.656,80.703,0.0499979,6.81357598
35,130,1.68,78.594,0.0499979,6.8105998
35,140,1.678,78.75,0.0499979,6.81786704
35,150,1.683,78.125,0.0499979,6.81317401
35,160,1.676,78.594,0.0499979,6.81746483
35,170,1.66,80.469,0.0499979,6.81006289
35,180,1.701,75.938,0.0499979,6.78383207
35,190,1.664,80.312,0.0499979,6.8325119
35,200,1.667,79.531,0.0499979,6.80225587
35,210,1.666,79.922,0.0499979,6.79152918
35,220,1.665,79.766,0.0499979,6.81661391
35,230,1.672,79.766,0.0499979,6.78208399
35,240,1.663,79.688,0.0499979,6.81339717
35,250,1.659,80.469,0.0499979,6.78727102
35,260,1.682,78.516,0.0499979,6.80617309
35,270,1.687,77.812,0.0499979,6.80007792
35,280,1.671,79.688,0.0499979,6.78503799
35,290,1.691,77.344,0.0499979,6.81876397
35,300,1.687,77.812,0.0499979,6.80924988
35,310,1.676,78.828,0.0499979,6.80770206
35,320,1.666,80.391,0.0499979,6.79437709
35,330,1.682,78.359,0.0499979,6.80454588
35,340,1.669,79.922,0.0499979,6.81422997
35,350,1.689,77.578,0.0499979,6.79567099
35,360,1.668,80.078,0.0499979,6.83146691
35,370,1.693,77.812,0.0499979,6.81088805
35,380,1.685,77.969,0.0499979,6.79237819
35,390,1.679,78.75,0.0499979,6.79459214
36,10,1.652,82.188,0.0499978,7.49578691
36,20,1.676,78.984,0.0499978,6.8177669
36,30,1.648,81.797,0.0499978,6.81122494
36,40,1.668,79.141,0.0499978,6.79215813
36,50,1.675,79.062,0.0499978,6.80224204
36,60,1.675,79.297,0.0499978,6.79727602
36,70,1.669,80.078,0.0499978,6.81485009
36,80,1.689,77.656,0.0499978,6.80799985
36,90,1.681,77.969,0.0499978,6.80792999
36,100,1.676,78.906,0.0499978,6.80327201
36,110,1.657,81.484,0.0499978,6.80691004
36,120,1.66,80.547,0.0499978,6.81385303
36,130,1.712,75.391,0.0499978,6.81476116
36,140,1.647,81.562,0.0499978,6.78910708
36,150,1.66,80.625,0.0499978,6.8155272
36,160,1.675,78.281,0.0499978,6.81258297
36,170,1.682,78.672,0.0499978,6.81475902
36,180,1.692,77.656,0.0499978,6.80483508
36,190,1.668,80.312,0.0499978,6.7967031
36,200,1.664,80.625,0.0499978,6.81723905
36,210,1.66,80.391,0.0499978,6.79927206
36,220,1.658,80.547,0.0499978,6.8171761
36,230,1.678,78.828,0.0499978,6.806602
36,240,1.688,77.969,0.0499978,6.79868889
36,250,1.694,77.109,0.0499978,6.81912017
36,260,1.675,79.375,0.0499978,6.79282594
36,270,1.666,80.156,0.0499978,6.78297186
36,280,1.677,78.672,0.0499978,6.79450989
36,290,1.676,79.141,0.0499978,6.82232308
36,300,1.696,76.641,0.0499978,6.83949018
36,310,1.658,80.625,0.0499978,6.79359794
36,320,1.69,77.5,0.0499978,6.79412508
36,330,1.692,77.109,0.0499978,6.79120207
36,340,1.672,79.453,0.0499978,6.82905412
36,350,1.69,77.734,0.0499978,6.81789207
36,360,1.685,78.047,0.0499978,6.79780984
36,370,1.666,79.688,0.0499978,6.81017804
36,380,1.688,77.422,0.0499978,6.83206201
36,390,1.68,78.125,0.0499978,6.80527806
37,10,1.679,78.828,0.0499977,7.50212288
37,20,1.661,80.859,0.0499977,6.78999805
37,30,1.674,79.531,0.0499977,6.79708099
37,40,1.654,81.172,0.0499977,6.81680393
37,50,1.668,79.688,0.0499977,6.79046702
37,60,1.661,80.938,0.0499977,6.78568292
37,70,1.661,80.234,0.0499977,6.808635
37,80,1.654,81.406,0.0499977,6.81056905
37,90,1.673,79.062,0.0499977,6.799927
37,100,1.67,79.609,0.0499977,6.79025102
37,110,1.654,80.781,0.0499977,6.79557109
37,120,1.65,81.797,0.0499977,6.79948902
37,130,1.671,79.922,0.0499977,6.80005503
37,140,1.677,78.75,0.0499977,6.81079888
37,150,1.659,81.25,0.0499977,6.79017091
37,160,1.665,80,0.0499977,6.80584598
37,170,1.676,79.062,0.0499977,6.79183912
37,180,1.681,78.672,0.0499977,6.80015802
37,190,1.666,80.234,0.0499977,6.82132983
37,200,1.664,79.609,0.0499977,6.79741216
37,210,1.665,79.922,0.0499977,6.81961393
37,220,1.666,80,0.0499977,6.83227396
37,230,1.676,78.594,0.0499977,6.82571697
37,240,1.649,81.328,0.0499977,6.79457092
37,250,1.675,79.297,0.0499977,6.78909492
37,260,1.671,79.531,0.0499977,6.80695319
37,270,1.67,79.297,0.0499977,6.78885102
37,280,1.694,77.422,0.0499977,6.80055213
37,290,1.661,80.625,0.0499977,6.81091118
37,300,1.678,78.594,0.0499977,6.80700803
37,310,1.668,80,0.0499977,6.81117392
37,320,1.676,78.594,0.0499977,6.80373716
37,330,1.669,79.609,0.0499977,6.81065106
37,340,1.666,79.766,0.0499977,6.82160091
37,350,1.673,79.844,0.0499977,6.78577685
37,360,1.69,77.266,0.0499977,6.82253289
37,370,1.657,81.094,0.0499977,6.79341197
37,380,1.683,78.281,0.0499977,6.81633115
37,390,1.704,76.25,0.0499977,6.80380893
38,10,1.668,79.609,0.0499976,7.48065209
38,20,1.662,79.375,0.0499976,6.79466605
38,30,1.675,78.984,0.0499976,6.79215479
38,40,1.648,82.109,0.0499976,6.79956913
38,50,1.679,78.75,0.0499976,6.81574202
38,60,1.682,78.75,0.0499976,6.79985499
38,70,1.669,79.219,0.0499976,6.81742907
38,80,1.666,80.078,0.0499976,6.81231904
38,90,1.67,79.531,0.0499976,6.79837704
38,100,1.684,77.969,0.0499976,6.82182503
38,110,1.665,79.453,0.0499976,6.81040192
38,120,1.656,81.016,0.0499976,6.80476904
38,130,1.677,79.453,0.0499976,6.80658889
38,140,1.666,80,0.0499976,6.79869294
38,150,1.666,80.156,0.0499976,6.82580805
38,160,1.667,80.234,0.0499976,6.80826306
38,170,1.651,81.875,0.0499976,6.80437088
38,180,1.693,77.266,0.0499976,6.80914617
38,190,1.644,81.641,0.0499976,6.81225419
38,200,1.649,81.562,0.0499976,6.80568099
38,210,1.669,79.453,0.0499976,6.82499909
38,220,1.68,78.75,0.0499976,6.78776979
38,230,1.668,79.922,0.0499976,6.804883
38,240,1.673,79.453,0.0499976,6.78944206
38,250,1.679,78.438,0.0499976,6.83817601
38,260,1.677,78.828,0.0499976,6.79654884
38,270,1.661,80.234,0.0499976,6.79077196
38,280,1.682,78.438,0.0499976,6.80493879
38,290,1.667,80.156,0.0499976,6.81582904
38,300,1.685,77.734,0.0499976,6.80676699
38,310,1.655,81.016,0.0499976,6.80992603
38,320,1.688,77.656,0.0499976,6.78852296
38,330,1.672,79.766,0.0499976,6.78555417
38,340,1.699,76.641,0.0499976,6.82495904
38,350,1.672,80,0.0499976,6.82261992
38,360,1.681,78.516,0.0499976,6.80508304
38,370,1.689,77.422,0.0499976,6.81469297
38,380,1.671,79.766,0.0499976,6.8145349
38,390,1.668,79.766,0.0499976,6.76920891
39,10,1.683,78.438,0.0499975,7.48951888
39,20,1.659,80.781,0.0499975,6.79442906
39,30,1.658,80.781,0.0499975,6.83328104
39,40,1.665,80.312,0.0499975,6.80366302
39,50,1.68,78.125,0.0499975,6.80324388
39,60,1.655,80.859,0.0499975,6.78958392
39,70,1.67,79.453,0.0499975,6.78261614
39,80,1.643,82.812,0.0499975,6.80208397
39,90,1.664,80.781,0.0499975,6.80972815
39,100,1.665,80.156,0.0499975,6.78344107
39,110,1.657,81.094,0.0499975,6.81623101
39,120,1.672,79.297,0.0499975,6.81789398
39,130,1.675,78.672,0.0499975,6.79932618
39,140,1.673,79.766,0.0499975,6.81290889
39,150,1.667,79.844,0.0499975,6.8149929
39,160,1.661,81.016,0.0499975,6.80545688
39,170,1.67,78.984,0.0499975,6.82455301
39,180,1.672,78.906,0.0499975,6.81581521
39,190,1.663,80.469,0.0499975,6.82685804
39,200,1.659,80.859,0.0499975,6.79960012
39,210,1.679,78.594,0.0499975,6.80411696
39,220,1.662,80.625,0.0499975,6.80280113
39,230,1.664,80.703,0.0499975,6.8042841
39,240,1.693,77.344,0.0499975,6.82472706
39,250,1.662,80.703,0.0499975,6.79461813
39,260,1.66,80.547,0.0499975,6.78799105
39,270,1.667,79.688,0.0499975,6.82547808
39,280,1.67,79.531,0.0499975,6.78323698
39,290,1.681,78.359,0.0499975,6.81351614
39,300,1.682,78.203,0.0499975,6.80156398
39,310,1.678,78.984,0.0499975,6.78463292
39,320,1.681,78.906,0.0499975,6.80273008
39,330,1.675,79.688,0.0499975,6.80149198
39,340,1.691,77.656,0.0499975,6.79724312
39,350,1.68,78.594,0.0499975,6.81504297
39,360,1.669,79.609,0.0499975,6.80675602
39,370,1.678,79.141,0.0499975,6.83209491
39,380,1.663,80.391,0.0499975,6.79991579
39,390,1.671,79.688,0.0499975,6.82355809
40,10,1.648,81.953,0.0499974,7.49455214
40,20,1.653,80.859,0.0499974,6.81471801
40,30,1.666,80.078,0.0499974,6.80471182
40,40,1.644,82.578,0.0499974,6.80224204
40,50,1.673,79.062,0.0499974,6.79051518
40,60,1.649,81.719,0.0499974,6.78539395
40,70,1.641,82.656,0.0499974,6.78914309
40,80,1.67,79.922,0.0499974,6.788445
40,90,1.676,78.75,0.0499974,6.78523993
40,100,1.664,80.469,0.0499974,6.79225707
40,110,1.656,81.328,0.0499974,6.78109193
40,120,1.658,80.781,0.0499974,6.78575897
40,130,1.673,79.453,0.0499974,6.78048992
40,140,1.688,76.797,0.0499974,6.77903008
40,150,1.688,77.266,0.0499974,6.782619
40,160,1.665,80,0.0499974,6.79498601
40,170,1.669,79.922,0.0499974,6.7791791
40,180,1.664,80.469,0.0499974,6.80922294
40,190,1.66,81.016,0.0499974,6.77621198
40,200,1.682,78.125,0.0499974,6.78377104
40,210,1.665,79.766,0.0499974,6.78013396
40,220,1.66,80.625,0.0499974,6.78057289
40,230,1.652,81.328,0.0499974,6.78704309
40,240,1.668,80.156,0.0499974,6.79722691
40,250,1.661,80.156,0.0499974,6.79538202
40,260,1.672,78.984,0.0499974,6.79204702
40,270,1.688,77.969,0.0499974,6.78048897
40,280,1.659,80.469,0.0499974,6.79077387
40,290,1.681,77.891,0.0499974,6.77166891
40,300,1.669,79.297,0.0499974,6.78880715
40,310,1.666,80.312,0.0499974,6.77539492
40,320,1.682,78.359,0.0499974,6.79553294
40,330,1.664,79.844,0.0499974,6.78470397
40,340,1.684,78.125,0.0499974,6.78548813
40,350,1.671,79.688,0.0499974,6.79634309
40,360,1.672,79.453,0.0499974,6.79030108
40,370,1.662,80.547,0.0499974,6.77807498
40,380,1.672,79.609,0.0499974,6.79317904
40,390,1.666,79.766,0.0499974,6.77685189
41,10,1.654,81.328,0.0499973,7.47243619
41,20,1.641,82.422,0.0499973,6.77262402
41,30,1.643,81.953,0.0499973,6.79259992
41,40,1.664,80.469,0.0499973,6.79043603
41,50,1.658,80.625,0.0499973,6.7908752
41,60,1.669,79.219,0.0499973,6.79470897
41,70,1.662,80.469,0.0499973,6.77673197
41,80,1.666,80,0.0499973,6.7825458
41,90,1.645,82.5,0.0499973,6.79544806
41,100,1.668,79.453,0.0499973,6.76852608
41,110,1.663,79.766,0.0499973,6.78390694
41,120,1.648,82.266,0.0499973,6.76241708
41,130,1.653,81.094,0.0499973,6.76557708
41,140,1.658,80.547,0.0499973,6.77670598
41,150,1.657,80.547,0.0499973,6.77344084
41,160,1.667,79.453,0.0499973,6.76157498
41,170,1.665,80.078,0.0499973,6.7535491
41,180,1.655,80.859,0.0499973,6.75432587
41,190,1.668,79.688,0.0499973,6.77303886
41,200,1.667,79.766,0.0499973,6.74932003
41,210,1.676,78.203,0.0499973,6.75410295
41,220,1.67,79.297,0.0499973,6.79175782
41,230,1.651,81.641,0.0499973,6.75272393
41,240,1.674,78.984,0.0499973,6.781986
41,250,1.666,79.609,0.0499973,6.76901507
41,260,1.669,79.844,0.0499973,6.77326298
41,270,1.664,80.312,0.0499973,6.78678799
41,280,1.668,79.688,0.0499973,6.7682991
41,290,1.666,79.609,0.0499973,6.78757405
41,300,1.69,77.188,0.0499973,6.76867986
41,310,1.665,80.703,0.0499973,6.7859149
41,320,1.68,78.125,0.0499973,6.78052402
41,330,1.698,77.188,0.0499973,6.78389192
41,340,1.665,80.547,0.0499973,6.77638006
41,350,1.673,79.453,0.0499973,6.78583598
41,360,1.687,78.281,0.0499973,6.7780571
41,370,1.671,79.766,0.0499973,6.79304886
41,380,1.675,78.984,0.0499973,6.78657794
41,390,1.67,79.688,0.0499973,6.78122091
42,10,1.654,80.391,0.0499972,7.47951794
42,20,1.652,81.562,0.0499972,6.78160501
42,30,1.656,80.938,0.0499972,6.78006792
42,40,1.66,81.094,0.0499972,6.77403307
42,50,1.659,80.703,0.0499972,6.78574395
42,60,1.672,79.688,0.0499972,6.79356194
42,70,1.662,80.312,0.0499972,6.78276801
42,80,1.658,80.859,0.0499972,6.79189181
42,90,1.661,80.703,0.0499972,6.78116012
42,100,1.641,82.344,0.0499972,6.79091287
42,110,1.652,81.797,0.0499972,6.77490616
42,120,1.663,80.156,0.0499972,6.77641916
42,130,1.654,81.328,0.0499972,6.78359914
42,140,1.666,79.688,0.0499972,6.78769517
42,150,1.689,77.266,0.0499972,6.78245997
42,160,1.676,78.438,0.0499972,6.78165007
42,170,1.668,79.844,0.0499972,6.78059292
42,180,1.649,82.266,0.0499972,6.7699759
42,190,1.676,78.75,0.0499972,6.76998997
42,200,1.664,80.156,0.0499972,6.77034402
42,210,1.66,80.859,0.0499972,6.79203987
42,220,1.661,80.234,0.0499972,6.7723639
42,230,1.668,80.078,0.0499972,6.78824282
42,240,1.64,82.656,0.0499972,6.77261519
42,250,1.678,78.984,0.0499972,6.78434801
42,260,1.658,80.547,0.0499972,6.79115987
42,270,1.669,79.531,0.0499972,6.77800298
42,280,1.655,81.328,0.0499972,6.79133606
42,290,1.674,79.375,0.0499972,6.78476286
42,300,1.666,79.922,0.0499972,6.77612686
42,310,1.671,79.219,0.0499972,6.78577805
42,320,1.655,81.719,0.0499972,6.78415704
42,330,1.67,80,0.0499972,6.77611494
42,340,1.663,79.609,0.0499972,6.79131794
42,350,1.673,79.141,0.0499972,6.7857511
42,360,1.678,78.359,0.0499972,6.78894281
42,370,1.686,78.047,0.0499972,6.77276492
42,380,1.661,81.016,0.0499972,6.80948997
42,390,1.673,79.219,0.0499972,6.79808402
43,10,1.659,80.938,0.0499971,7.5015409
43,20,1.65,81.484,0.0499971,6.81601691
43,30,1.64,82.422,0.0499971,6.79157805
43,40,1.67,79.609,0.0499971,6.81056905
43,50,1.644,82.188,0.0499971,6.80900192
43,60,1.67,79.688,0.0499971,6.81558704
43,70,1.661,80.469,0.0499971,6.81260204
43,80,1.649,81.797,0.0499971,6.79893708
43,90,1.654,81.797,0.0499971,6.8013351
43,100,1.643,82.656,0.0499971,6.80373406
43,110,1.659,80.234,0.0499971,6.8018651
43,120,1.656,80.938,0.0499971,6.81525993
43,130,1.656,80.859,0.0499971,6.77947807
43,140,1.661,80.078,0.0499971,6.79647589
43,150,1.655,81.094,0.0499971,6.8059051
43,160,1.651,81.484,0.0499971,6.79024887
43,170,1.662,80.078,0.0499971,6.8150239
43,180,1.674,80,0.0499971,6.79906106
43,190,1.658,81.016,0.0499971,6.79627514
43,200,1.671,80.312,0.0499971,6.79466081
43,210,1.67,79.297,0.0499971,6.80025721
43,220,1.679,78.047,0.0499971,6.82240486
43,230,1.67,79.062,0.0499971,6.80310798
43,240,1.673,78.906,0.0499971,6.80791306
43,250,1.657,81.484,0.0499971,6.80854201
43,260,1.686,77.5,0.0499971,6.78512812
43,270,1.649,81.641,0.0499971,6.81201506
43,280,1.67,79.766,0.0499971,6.8094759
43,290,1.671,79.297,0.0499971,6.79486299
43,300,1.655,81.172,0.0499971,6.82901692
43,310,1.689,77.109,0.0499971,6.78337288
43,320,1.667,80,0.0499971,6.81863689
43,330,1.666,79.453,0.0499971,6.80856204
43,340,1.658,80.234,0.0499971,6.79953599
43,350,1.678,78.125,0.0499971,6.81505895
43,360,1.685,78.281,0.0499971,6.79469395
43,370,1.663,80.938,0.0499971,6.81145191
43,380,1.67,79.453,0.0499971,6.80147409
43,390,1.668,79.531,0.0499971,6.79323101
44,10,1.658,81.172,0.049997,7.51017714
44,20,1.642,82.422,0.049997,6.79011512
44,30,1.661,80.469,0.049997,6.79997611
44,40,1.655,80.859,0.049997,6.79760003
44,50,1.645,82.188,0.049997,6.79061604
44,60,1.65,81.797,0.049997,6.81201887
44,70,1.649,81.953,0.049997,6.79741883
44,80,1.664,80,0.049997,6.81139398
44,90,1.656,81.25,0.049997,6.80384707
44,100,1.651,81.094,0.049997,6.78489494
44,110,1.658,80.078,0.049997,6.821486
44,120,1.66,80.078,0.049997,6.81076789
44,130,1.67,80.156,0.049997,6.812433
44,140,1.668,80.312,0.049997,6.79787183
44,150,1.647,81.953,0.049997,6.79292798
44,160,1.659,80.703,0.049997,6.80728388
44,170,1.662,80.625,0.049997,6.8114419
44,180,1.657,80.938,0.049997,6.81701279
44,190,1.648,81.797,0.049997,6.80190516
44,200,1.66,80.938,0.049997,6.81186891
44,210,1.658,80.625,0.049997,6.81333804
44,220,1.652,80.938,0.049997,6.7938931
44,230,1.659,80.938,0.049997,6.7907269
44,240,1.665,80.078,0.049997,6.8218832
44,250,1.663,80.391,0.049997,6.8234241
44,260,1.663,80.469,0.049997,6.80612111
44,270,1.673,79.453,0.049997,6.78963614
44,280,1.659,81.484,0.049997,6.79997516
44,290,1.664,80.156,0.049997,6.80521798
44,300,1.663,80.234,0.049997,6.81298184
44,310,1.673,79.219,0.049997,6.79330087
44,320,1.668,80.078,0.049997,6.79991317
44,330,1.666,79.688,0.049997,6.81538606
44,340,1.669,80.312,0.049997,6.79914713
44,350,1.667,80.391,0.049997,6.80610895
44,360,1.659,80.625,0.049997,6.8039031
44,370,1.657,81.016,0.049997,6.81264019
44,380,1.657,80.859,0.049997,6.77161407
44,390,1.661,80.391,0.049997,6.80050302
45,10,1.65,81.016,0.0499969,7.4730351
45,20,1.654,80.625,0.0499969,6.77670622
45,30,1.641,82.422,0.0499969,6.77744389
45,40,1.663,79.766,0.0499969,6.79659891
45,50,1.654,80.859,0.0499969,6.79452181
45,60,1.636,83.672,0.0499969,6.78844094
45,70,1.649,81.25,0.0499969,6.77617502
45,80,1.652,81.406,0.0499969,6.79724717
45,90,1.665,80.547,0.0499969,6.77574897
45,100,1.644,82.422,0.0499969,6.78721905
45,110,1.66,80.469,0.0499969,6.76403999
45,120,1.697,76.484,0.0499969,6.78501105
45,130,1.67,78.984,0.0499969,6.76212311
45,140,1.657,80.938,0.0499969,6.80050611
45,150,1.679,78.75,0.0499969,6.80199695
45,160,1.666,80.156,0.0499969,6.80159998
45,170,1.648,82.656,0.0499969,6.79817319
45,180,1.649,81.562,0.0499969,6.79669499
45,190,1.663,80.625,0.0499969,6.78762794
45,200,1.682,78.75,0.0499969,6.80673814
45,210,1.664,79.922,0.0499969,6.79833484
45,220,1.683,78.594,0.0499969,6.79269004
45,230,1.673,79.375,0.0499969,6.81334186
45,240,1.674,78.281,0.0499969,6.78945398
45,250,1.647,82.266,0.0499969,6.8156271
45,260,1.66,80.312,0.0499969,6.80458999
45,270,1.671,79.375,0.0499969,6.80220985
45,280,1.66,81.172,0.0499969,6.80300999
45,290,1.676,79.219,0.0499969,6.79645514
45,300,1.667,79.766,0.0499969,6.82213616
45,310,1.672,79.297,0.0499969,6.80925703
45,320,1.664,80.625,0.0499969,6.7888391
45,330,1.658,81.016,0.0499969,6.81041193
45,340,1.665,80.312,0.0499969,6.80367088
45,350,1.673,79.219,0.0499969,6.82308817
45,360,1.655,81.406,0.0499969,6.82105708
45,370,1.651,80.781,0.0499969,6.81253314
45,380,1.662,80.156,0.0499969,6.79338598
45,390,1.66,80.938,0.0499969,6.79173899
46,10,1.635,83.359,0.0499968,7.50618601
46,20,1.644,82.344,0.0499968,6.80060506
46,30,1.651,81.406,0.0499968,6.80657101
46,40,1.679,78.438,0.0499968,6.81343794
46,50,1.656,81.797,0.0499968,6.78973007
46,60,1.661,80.312,0.0499968,6.81954384
46,70,1.656,80.703,0.0499968,6.81347489
46,80,1.662,80.547,0.0499968,6.81665611
46,90,1.65,81.484,0.0499968,6.81759691
46,100,1.657,80.781,0.0499968,6.79981899
46,110,1.665,80.625,0.0499968,6.82195187
46,120,1.649,81.719,0.0499968,6.78996682
46,130,1.659,80.547,0.0499968,6.81215692
46,140,1.65,81.484,0.0499968,6.810287
46,150,1.657,81.094,0.0499968,6.81624889
46,160,1.653,81.484,0.0499968,6.817873
46,170,1.683,77.812,0.0499968,6.80336785
46,180,1.662,80.781,0.0499968,6.79879689
46,190,1.656,80.938,0.0499968,6.798172
46,200,1.667,79.922,0.0499968,6.80930018
46,210,1.651,81.641,0.0499968,6.80787086
46,220,1.662,80.234,0.0499968,6.80255198
46,230,1.667,79.688,0.0499968,6.79814196
46,240,1.654,81.719,0.0499968,6.81253791
46,250,1.657,81.016,0.0499968,6.80141497
46,260,1.666,79.922,0.0499968,6.79695606
46,270,1.663,80.625,0.0499968,6.81308818
46,280,1.656,80.625,0.0499968,6.805861
46,290,1.654,80.781,0.0499968,6.80846381
46,300,1.657,80.781,0.0499968,6.79558492
46,310,1.666,79.922,0.0499968,6.8027699
46,320,1.642,82.031,0.0499968,6.80176711
46,330,1.657,80.781,0.0499968,6.80083799
46,340,1.666,79.609,0.0499968,6.81893301
46,350,1.654,81.562,0.0499968,6.78614283
46,360,1.658,80.859,0.0499968,6.81253505
46,370,1.663,80.469,0.0499968,6.80647707
46,380,1.664,79.922,0.0499968,6.78566408
46,390,1.67,79.297,0.0499968,6.82329702
47,10,1.646,81.875,0.0499967,7.49497223
47,20,1.645,82.188,0.0499967,6.82284307
47,30,1.639,82.734,0.0499967,6.82143688
47,40,1.648,81.719,0.0499967,6.83071804
47,50,1.636,82.891,0.0499967,6.801085
47,60,1.663,79.922,0.0499967,6.79397511
47,70,1.637,82.969,0.0499967,6.80448103
47,80,1.661,80.703,0.0499967,6.80210185
47,90,1.657,80.859,0.0499967,6.790097
47,100,1.657,81.094,0.0499967,6.80715799
47,110,1.661,80.391,0.0499967,6.79461384
47,120,1.665,80.078,0.0499967,6.809057
47,130,1.661,80.078,0.0499967,6.80481982
47,140,1.66,80.547,0.0499967,6.80169487
47,150,1.66,80.703,0.0499967,6.799366
47,160,1.682,77.891,0.0499967,6.80599689
47,170,1.65,81.406,0.0499967,6.79908895
47,180,1.678,78.906,0.0499967,6.78693199
47,190,1.663,80.625,0.0499967,6.801337
47,200,1.655,80.859,0.0499967,6.81028104
47,210,1.674,79.297,0.0499967,6.77529216
47,220,1.664,80.703,0.0499967,6.79505587
47,230,1.663,80.391,0.0499967,6.79389119
47,240,1.646,82.422,0.0499967,6.77518702
47,250,1.643,82.812,0.0499967,6.78981614
47,260,1.657,81.328,0.0499967,6.78406191
47,270,1.658,80.391,0.0499967,6.79952788
47,280,1.656,81.094,0.0499967,6.79311919
47,290,1.673,79.297,0.0499967,6.78002
47,300,1.663,79.922,0.0499967,6.78275299
47,310,1.652,81.328,0.0499967,6.79655099
47,320,1.68,78.906,0.0499967,6.78997302
47,330,1.668,78.75,0.0499967,6.79324412
47,340,1.67,79.688,0.0499967,6.80055189
47,350,1.666,80.078,0.0499967,6.81676507
47,360,1.659,80.703,0.0499967,6.80189419
47,370,1.65,82.031,0.0499967,6.79263401
47,380,1.659,80.781,0.0499967,6.82037711
47,390,1.656,81.094,0.0499967,6.77514815
48,10,1.653,81.562,0.0499966,7.48783302
48,20,1.642,82.344,0.0499966,6.80083394
48,30,1.638,82.734,0.0499966,6.80353403
48,40,1.634,82.812,0.0499966,6.81008196
48,50,1.651,81.719,0.0499966,6.81904197
48,60,1.666,79.844,0.0499966,6.84052014
48,70,1.654,80.938,0.0499966,6.82639503
48,80,1.661,80.625,0.0499966,6.79437304
48,90,1.638,82.734,0.0499966,6.80482411
48,100,1.636,83.125,0.0499966,6.79492807
48,110,1.654,81.25,0.0499966,6.80180001
48,120,1.658,80.859,0.0499966,6.79344106
48,130,1.647,81.562,0.0499966,6.80306697
48,140,1.647,82.266,0.0499966,6.80668807
48,150,1.655,81.172,0.0499966,6.79597116
48,160,1.663,79.688,0.0499966,6.81263113
48,170,1.648,81.641,0.0499966,6.80392408
48,180,1.66,80.156,0.0499966,6.80821705
48,190,1.655,81.484,0.0499966,6.81896305
48,200,1.657,81.25,0.0499966,6.81404305
48,210,1.653,81.562,0.0499966,6.81064892
48,220,1.659,81.016,0.0499966,6.79351616
48,230,1.664,80.156,0.0499966,6.80458403
48,240,1.654,81.484,0.0499966,6.79548717
48,250,1.676,78.75,0.0499966,6.78641295
48,260,1.651,81.406,0.0499966,6.77038598
48,270,1.651,81.406,0.0499966,6.78468704
48,280,1.65,81.328,0.0499966,6.77454996
48,290,1.659,80.547,0.0499966,6.78067207
48,300,1.666,79.766,0.0499966,6.79036498
48,310,1.669,79.531,0.0499966,6.79169989
48,320,1.67,78.906,0.0499966,6.76604295
48,330,1.671,79.219,0.0499966,6.75810099
48,340,1.677,79.219,0.0499966,6.78418708
48,350,1.655,81.328,0.0499966,6.78178382
48,360,1.673,78.75,0.0499966,6.77926397
48,370,1.664,80.391,0.0499966,6.78359294
48,380,1.662,80.625,0.0499966,6.76079512
48,390,1.66,80.703,0.0499966,6.7747519
49,10,1.637,82.812,0.0499965,7.46046209
49,20,1.625,84.062,0.0499965,6.81002998
49,30,1.661,80.156,0.0499965,6.8061552
49,40,1.646,82.188,0.0499965,6.78628516
49,50,1.648,81.484,0.0499965,6.79918289
49,60,1.663,80,0.0499965,6.76676178
49,70,1.656,81.25,0.0499965,6.80525494
